web-scraper-order,web-scraper-start-url,chiens_links,chiens_links-href,nom,prix,adresse,image_links-src
"1752765679-210","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon boulant pomeranie","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-boulant-pomeranie-2753142","Pigeon boulant pomeranie","60 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_2753142_uploaded_image1_1605047412.jpg"
"1752765682-211","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-2753197","Pigeon","20 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4853197_uploaded_image1_1721514569.jpg"
"1752765684-212","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poulets de chair","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-de-chair-2771365","Poulets de chair","3 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4509252_uploaded_image1_1703175319.jpg"
"1752765686-213","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Cailles + œufs de caille","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cailles-ufs-de-caille-2777887","Cailles + œufs de caille","6 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1752765689-214","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Lapin nains","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-nains-2787066","Lapin nains","35 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3779800_uploaded_image1_1657474190.jpg"
"1752765691-215","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeons texans","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-texans-2813598","Pigeons texans","75 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4134077_uploaded_image1_1678808506.jpg"
"1752765694-216","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Male cochin caïllouté","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/male-cochin-cailloute-2824883","Male cochin caïllouté","Prix sur demande","Keur Massar, Sénégal",""
"1752765696-217","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon Mondain","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-mondain-2838626","Pigeon Mondain","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5085521_uploaded_image1_1733851166.jpg"
"1752765698-218","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Œufs à couver","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/ufs-a-couver-2849328","Œufs à couver","115 000 CFA","Ouakam, Dakar, Sénégal",""
"1752765701-219","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Coq Cochin blanc","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-cochin-blanc-2850705","Coq Cochin blanc","35 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_2850705_uploaded_image1_1608816820.jpg"
"1752765703-220","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-2853881","Pigeons","Prix sur demande","Bargny, Sénégal","https://images.coinafrique.com/thumb_2853881_uploaded_image1_1609011772.jpg"
"1752765706-221","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poulets","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-2880530","Poulets","2 500 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3812639_uploaded_image1_1659524524.jpg"
"1752765708-222","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Dindes et poulets de chair","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/dindes-et-poulets-de-chair-2886105","Dindes et poulets de chair","Prix sur demande","Mbour, Sénégal","https://images.coinafrique.com/thumb_2886105_uploaded_image1_1610468092.jpg"
"1752765711-223","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Cochin caillouté","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cochin-cailloute-2899128","Cochin caillouté","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_2899128_uploaded_image1_1611044213.jpg"
"1752765713-224","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poule cochin","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-cochin-2907921","Poule cochin","40 000 CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_2907921_uploaded_image1_1611416785.jpg"
"1752765716-225","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poulet Brahma","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-brahma-2917717","Poulet Brahma","35 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3369356_uploaded_image1_1633438053.jpg"
"1752765718-226","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Coq Brahmâ blanc","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-brahma-blanc-2917722","Coq Brahmâ blanc","35 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2917722_uploaded_image1_1611862785.jpg"
"1752765720-227","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poulet Brahmâ blanc","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-brahma-blanc-2917728","Poulet Brahmâ blanc","30 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2917728_uploaded_image1_1611862925.jpg"
"1752765723-228","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon Karavaty chinoise","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-karavaty-chinoise-2921677","Pigeon Karavaty chinoise","15 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2921677_uploaded_image1_1612093526.jpg"
"1752765726-229","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Paire pigeon Romain","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/paire-pigeon-romain-2921690","Paire pigeon Romain","80 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2921690_uploaded_image1_1612093907.jpg"
"1752765728-230","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Paire pigeon Coschoi","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/paire-pigeon-coschoi-2921695","Paire pigeon Coschoi","70 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2921695_uploaded_image1_1612094191.jpg"
"1752765730-231","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Paire pigeon Boulons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/paire-pigeon-boulons-2921717","Paire pigeon Boulons","50 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2921717_uploaded_image1_1612095131.jpg"
"1752765733-232","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poulet","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-2921773","Poulet","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4767951_uploaded_image1_1716976720.jpg"
"1752765735-233","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon Laor","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-laor-2921831","Pigeon Laor","40 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3058782_uploaded_image1_1618401720.jpg"
"1752765738-234","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon Lahore","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-lahore-2921833","Pigeon Lahore","40 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2921833_uploaded_image1_1612100438.jpg"
"1752765740-235","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poulets de chair","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-de-chair-2923781","Poulets de chair","3 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3175790_uploaded_image1_1623855618.jpg"
"1752765742-236","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Lapereaux rex tricolore","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-rex-tricolore-2932849","Lapereaux rex tricolore","Prix sur demande","Mbour, Sénégal","https://images.coinafrique.com/thumb_2932849_uploaded_image1_1612486492.jpg"
"1752765745-237","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-2942609","Pigeons","30 000 CFA","Joal Fadiouth, Sénégal","https://images.coinafrique.com/thumb_3167648_uploaded_image1_1623456119.jpg"
"1752765748-238","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-2944254","Pigeons","40 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4471585_uploaded_image1_1700864393.jpg"
"1752765751-239","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poussin brahmâ hermine","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-brahma-hermine-2949738","Poussin brahmâ hermine","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5280953_uploaded_image1_1744629489.jpg"
"1752765753-240","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poussin brahmâ blanc hermine","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-brahma-blanc-hermine-2950013","Poussin brahmâ blanc hermine","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5280953_uploaded_image1_1744629489.jpg"
"1752765755-241","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poussins fermiers","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-fermiers-2950193","Poussins fermiers","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2950193_uploaded_image1_1613251191.jpg"
"1752765758-242","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poussin brahman","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-brahman-2950921","Poussin brahman","3 000 CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_2950921_uploaded_image1_1613311102.jpg"
"1752765760-243","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon Cokier","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-cokier-2954851","Pigeon Cokier","45 000 CFA","M'bour, Sénégal","https://images.coinafrique.com/thumb_2954851_uploaded_image1_1613494967.jpg"
"1752765762-244","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Lapins","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-2970567","Lapins","15 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4464349_uploaded_image1_1700417993.jpg"
"1752765765-245","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poussin  - 1  jour","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-1-jour-2974676","Poussin  - 1  jour","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2974676_uploaded_image1_1614452359.jpg"
"1752765767-246","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poulet","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-2976666","Poulet","2 500 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2976666_uploaded_image1_1614589003.jpg"
"1752765770-247","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Lapin Nain","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-nain-2979256","Lapin Nain","30 000 CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_2979256_uploaded_image1_1614674197.jpg"
"1752765772-248","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Lapereaux Angora","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-angora-2981287","Lapereaux Angora","15 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3521996_uploaded_image1_1642019964.jpg"
"1752765774-249","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Brahmâ","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/brahma-2984079","Brahmâ","12 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5280953_uploaded_image1_1744629489.jpg"
"1752765777-250","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Perruches ondulées","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/perruches-ondulees-2996669","Perruches ondulées","Prix sur demande","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_2996669_uploaded_image1_1615474536.jpg"
"1752765779-251","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poules Brahma","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-brahma-3000249","Poules Brahma","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5280953_uploaded_image1_1744629489.jpg"
"1752765782-252","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poulet pondeuse","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-pondeuse-3000537","Poulet pondeuse","3 500 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3000537_uploaded_image1_1615668903.jpg"
"1752765784-253","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Oison de Toulouse","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/oison-de-toulouse-3000848","Oison de Toulouse","Prix sur demande","Mbour, Sénégal","https://images.coinafrique.com/thumb_3000848_uploaded_image1_1615686013.jpg"
"1752765787-254","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Chateau","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/chateau-3005822","Chateau","50 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3063568_uploaded_image1_1618595933.jpg"
"1752765789-255","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Jeune king","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/jeune-king-3005849","Jeune king","50 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3005849_uploaded_image1_1615939888.jpg"
"1752765792-256","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Chateau","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/chateau-3005856","Chateau","50 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3063568_uploaded_image1_1618595933.jpg"
"1752765794-257","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poules bleus hollandais","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-bleus-hollandais-3009280","Poules bleus hollandais","6 500 CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_3009280_uploaded_image1_1616101333.jpg"
"1752765796-258","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poulet","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-3010219","Poulet","3 000 CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_4807968_uploaded_image1_1719229010.jpg"
"1752765799-259","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon voyageur","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-3011311","Pigeon voyageur","5 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5180652_uploaded_image1_1739276152.jpg"
"1752765801-260","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Trio dindes rouge","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/trio-dindes-rouge-3012683","Trio dindes rouge","130 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3012683_uploaded_image1_1616280245.jpg"
"1752765804-261","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poulet de chair","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-3017104","Poulet de chair","3 000 CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_3020570_uploaded_image1_1616677661.jpg"
"1752765806-262","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poulet de chair","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-3020570","Poulet de chair","3 000 CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_3020570_uploaded_image1_1616677661.jpg"
"1752765809-263","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poulets","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-3020754","Poulets","Prix sur demande","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3020864_uploaded_image1_1616685325.jpg"
"1752765811-264","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poulets de chair","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-de-chair-3020864","Poulets de chair","Prix sur demande","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3020864_uploaded_image1_1616685325.jpg"
"1752765813-265","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Coq Cochin blanc","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-cochin-blanc-3024487","Coq Cochin blanc","70 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4030993_uploaded_image1_1672682272.jpg"
"1752765816-266","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Cochin blanche","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cochin-blanche-3025104","Cochin blanche","65 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3025104_uploaded_image1_1616923906.jpg"
"1752765818-267","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3033406","Pigeon","25 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5232372_uploaded_image1_1741970489.jpg"
"1752765821-268","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Lapins Angora métissés","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-angora-metisses-3035970","Lapins Angora métissés","15 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3035970_uploaded_image1_1617382564.jpg"
"1752765823-269","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3049719","Pigeon","150 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5085521_uploaded_image1_1733851166.jpg"
"1752765825-270","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Lapereaux","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-3052171","Lapereaux","20 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3052171_uploaded_image1_1618086163.jpg"
"1752765828-271","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Lapin Angora","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-angora-3055838","Lapin Angora","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4296184_uploaded_image1_1689472721.jpg"
"1752765830-272","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon Laor","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-laor-3058782","Pigeon Laor","60 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3058782_uploaded_image1_1618401720.jpg"
"1752765833-273","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon Château Rouge","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-chateau-rouge-3063568","Pigeon Château Rouge","50 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3063568_uploaded_image1_1618595933.jpg"
"1752765835-274","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon Lahor","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-lahor-3063589","Pigeon Lahor","30 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4471579_uploaded_image1_1700864120.jpg"
"1752765837-275","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poules","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-3065835","Poules","3 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5280953_uploaded_image1_1744629489.jpg"
"1752765840-276","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Lapin Angora","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-angora-3072438","Lapin Angora","20 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3072438_uploaded_image2_1619019452.jpeg"
"1752765842-277","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3076657","Pigeon","40 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4471585_uploaded_image1_1700864393.jpg"
"1752765844-278","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3076664","Pigeon","60 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4471585_uploaded_image1_1700864393.jpg"
"1752765847-279","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3076669","Pigeon","100 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4471585_uploaded_image1_1700864393.jpg"
"1752765849-280","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon Lahor","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-lahor-3076680","Pigeon Lahor","30 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4471579_uploaded_image1_1700864120.jpg"
"1752765852-281","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poulet de chair","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-3082778","Poulet de chair","2 500 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4696598_uploaded_image1_1713352074.jpg"
"1752765854-282","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Couples Pigeons Boulant Panarami reproducteurs","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couples-pigeons-boulant-panarami-reproducteurs-3083820","Couples Pigeons Boulant Panarami reproducteurs","130 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3083820_uploaded_image1_1619564909.jpg"
"1752765857-283","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3087144","Pigeons","80 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4471585_uploaded_image1_1700864393.jpg"
"1752765859-284","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Lapin couple fauve adultes","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-couple-fauve-adultes-3089288","Lapin couple fauve adultes","80 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3089288_uploaded_image1_1619848402.jpg"
"1752765861-285","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon Lahore","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-lahore-3090984","Pigeon Lahore","20 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3090984_uploaded_image1_1619904750.jpg"
"1752765864-286","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Perruches  arc-en-ciel","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/perruches-arc-en-ciel-3094776","Perruches  arc-en-ciel","40 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3094776_uploaded_image1_1620059311.jpg"
"1752765866-287","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon kochoi","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-kochoi-3099946","Pigeon kochoi","70 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3099946_uploaded_image1_1620258649.jpg"
"1752765869-288","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poulet de chair","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-3101043","Poulet de chair","3 500 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3101043_uploaded_image1_1620309572.jpg"
"1752765871-289","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon voyageur Mento","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-mento-3101648","Pigeon voyageur Mento","20 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3101648_uploaded_image1_1620324800.jpg"
"1752765878-290","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon cauchois","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-cauchois-3101934","Pigeon cauchois","70 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3101934_uploaded_image1_1620336090.jpg"
"1752765880-291","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon Lahore rouge","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-lahore-rouge-3104308","Pigeon Lahore rouge","25 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3104308_uploaded_image1_1620450063.jpg"
"1752765882-292","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon Lahore - noir","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-lahore-noir-3104310","Pigeon Lahore - noir","25 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3104310_uploaded_image1_1620450328.jpg"
"1752765885-293","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Lapereaux","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-3115873","Lapereaux","15 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4505997_uploaded_image1_1702997024.jpg"
"1752765887-294","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3118080","Pigeon","80 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4471585_uploaded_image1_1700864393.jpg"
